concept_id,language_code,concept_international_description
112505250,ru,механизм
155860418,ca,longitud mitjana entre els nuclis de dos àtoms
69305403,sco,organelle (specialised subunit) in plant an algal cells
2908793669,nl,ontsteking aan de maagwand veroorzaakt door de bacterie Helicobacter pylori
2777573673,pl,związek chemiczny
2778570526,en,skin condition
2778852477,de,Gerät zur Aufnahme von Bewegtbildern
2778466722,eu,Odolean alkohola izatea
49154492,fa,جزء اصلی هر سیستم رایانه ای که عملیات ورودی / خروجی، حسابی و منطقی را اجرا می کند
2991825924,tg,саҳифаи маъноҳои Викимедиа
2987276129,hi,"रोग का निदान, इलाज, उपचार या रोकथाम के लिए उपयोग किया जाने वाला पदार्थ"
2780159738,de-ch,chemische Verbindung
58911810,ga,meán cumarsáide
2779066535,he,תרכובת
37404715,uk,спосіб розв'язування складної задачі поділом її на набір простіших підзадач
2776776645,la,taxon
170320316,nl,gen van de soort Homo sapiens
95543465,zh-hant,撥弦樂器
2776515853,de,chemische Verbindung
162853370,de,"Unternehmensbereich, dessen Aufgabe (Funktion) es ist, Produkte und Dienstleistungen zu vermarkten"
30769735,en,3D rendering techniques
138171918,hi,जीवाश्म प्राकृतिक ईंधन
2909430059,he,תרכובת
2994415158,ja,広義では食道に発生する癌腫
2780423678,gl,composto químico
2777014715,oc,component quimic
2991862235,es,rama de la medicina que trata a los animales
110872660,fr,"communauté d'organismes vivants ensemble avec les composants non vivants de leur milieu de vie, interagissant comme un système"
2910130992,ru,вирусная болезнь
103878061,ro,pagină de dezambiguizare Wikimedia
552425265,fi,rikostutkimusta tukeva tutkimusmenetelmä
2909503537,gl,páxina de homónimos de Wikimedia
2780504720,io,speco di planto
2777458120,en,chemical compound
2779969877,it,studio delle erbe e del loro impiego a fini nutrizionali e curativi
2778059882,fr,"maladie contagieuse, causée par le bacille Yersinia pestis, à multiples facettes et mortelle pour l'Homme."
3018251022,ru,"вредное или чрезмерное употребление веществ (наркотиков, химических веществ, алкоголя или других психоактивных средств)"
2910348082,lv,Wikimedia projekta nozīmju atdalīšanas lapa
2908948254,nl,chemische verbinding
30370900,de,organische Komponente von Kohle und Ölschiefer
2909833455,yue,化合物
3018113122,it,"reazione immunitaria a lesioni tipiche delle infiammazioni croniche, non solo di natura infettiva, ma anche da corpi estranei"
2994427309,nl,chemische verbinding
56783068,fr,organisme qui se nourrit d'animaux morts sans avoir participé à sa mise à mort
2991930421,zh-tw,維基媒體消歧義頁
2910181907,lb,cheemesch Verbindung
2988516024,id,halaman disambiguasi Wikimedia
2778047499,cs,série o čtyřech částech
2778236623,zh-sg,化合物
2779745421,oc,component quimic
2993630744,ast,centru médicu onde s'ingresen enfermos
2778234038,en,neurodevelopmental disorder characterized by abnormally large brain.
190930322,gl,fenómeno meteorolóxico
2778892267,nl,vast vet afkomstig van geslachte evenhoevige dieren
119128265,de,gerade noch angezeigte Messwert
2777094939,ru,"тип внутричерепного кровоизлияния, которое затрагивает мозговую ткань"
2775939860,de,Gattung der Familie Hülsenfrüchtler (Fabaceae)
2993184202,id,hewan peliharaan
104862878,id,Jenis struktur dalam mekanika kuantum
7305733,zh-tw,某物體的邊界
2776067542,cs,velká magmatická provincie na území současné západní Indie
2780480987,lv,ķīmisks savienojums
2780168796,be-tarask,аднаўленьне арганізму ў мэдыцыне
2776186722,yue,化合物
2780081974,it,composto chimico
2781116151,ia,composito chimic
40875361,be-tarask,"хімічнае рэчыва, якое дадаецца да сыстэмы, што ўдзельнічае ў хімічнай рэакцыі"
2776885963,zh-hant,與主角互敵的角色或組織
502696234,pa,੬੩ ਐਟਮੀ ਸੰਖਿਆ ਵਾਲਾ ਰਸਾਇਣਕ ਤੱਤ
2780027760,cs,neklasický hlavní histokompatibilní komplex
2781350956,et,keemiline ühend
2778018563,hy,քիմիական միացություն
3018055247,de-at,Staat in Südostasien
2992231472,sl,"krizni dogodek, ki je posledica človekovega vpliva na okolje"
2991774327,tl,panggrupong sakay na magagamit ng publiko
2781015247,es,orden de insectos
2993825473,el,κλάδος της μηχανικής με αντικειμενο  την ενέργεια
191791410,zh,人類基因和遺傳疾病和特徵的目錄，特別關注基因 - 表型關係
3017966228,zh-tw,歐洲人口數量與分布
2777233064,uk,родина прокаріотів
2778265155,fy,Betsjuttingsside
2909582096,la,compositum chemicum
2985880046,zh-hans,维基媒体消歧义页
3020394616,ja,ウィキメディアの曖昧さ回避ページ
2779873506,ar,مركب كيميائي
2776816377,en,protein-coding gene in the species Homo sapiens
42698342,ca,mesura de la resistència que oposa la superfície d'un sòlid a ser deformada
2779424567,cy,cyfansoddyn cemegol
2776934432,io,familio di planti
2776836270,fa,گونه‌ای از پارامسی
85362591,ko,위키미디어 목록 항목
2910404987,fr,espèce de plantes
2992443382,fr,matière fabriquée par les êtres vivants
102284421,eu,"Indarrak eta indar-bikoteak neurtzeko tresna. Gehienetan, indarra altzairuzko malguki batekin orekatuz neurtzen da"
2779753412,ar,وتصل بين العظام وتكون مرنة
2779263132,ca,pàgina de desambiguació de Wikimedia
3017990537,hi,बहुविकल्पी पृष्ठ
88216763,srn,gen fu a sortu Homo sapiens
2993473104,mzn,ویکی پدیا:گجگجی بیتن
155405617,es,área de las matemáticas
2775852224,be-tarask,хімічнае злучэньне
2777324915,az,Bığlı balinalar yarımdəstəsinin zolaqlı balinalar fəsiləsinə aid dəniz məməlisi
12148698,hu,Wikimédia-egyértelműsítőlap
127313418,fr,"science ayant pour objet la structure, les propriétés physiques et l'histoire des composants de la Terre"
2994427309,ca,compost químic
2993065466,es,religión monoteísta abrahámica
2777292972,sq,komponim kimik
118985605,yue,維基媒體搞清楚版
2779782549,pt-br,composto químico
2781130464,nl,Wikimedia-doorverwijspagina
2778763365,fa,صفحهٔ ابهام‌زدایی در ویکی‌مدیا
2777677444,pl,bakteria przewodu pokarmowego człowieka
2778846783,vi,chi thực vật có hoa
2778886798,en-ca,chemical compound
151730666,de,Wissenschaft von den Lebewesen vergangener Erdzeitalter
194051139,ru,"принцип деления стиха на ритмические единицы, равные между собой по числу слогов, а не по числу ударений и схеме их расположения"
118130439,en,process of creating animated films and series
2779308761,de,Gattung der Familie Rötegewächse (Rubiaceae)
2780458105,de,Wachstumshormon
2781209966,fr,établissement où les personnes recoivent de l'éducation
2779969877,tr,otsu bitki bilimi ya da otsu bitkileri inceleyen bilim dalı
2776712485,zh-sg,化合物
2776137161,id,genus tumbuh-tumbuhan
8364947,be-tarask,частка места
143910341,en,"A protein complex that possesses protein serine/threonine kinase activity, and contains two catalytic alpha subunits and two regulatory beta subunits. Protein kinase CK2 complexes are found in nearly every subcellular compartment, and can phosphoryla"
2777482282,nn,kjemisk sambinding
24351657,fr,domaine de recherche au croisement des sciences humaines et sociales et de l'informatique
61270487,ja,森林への降水の一部が枝葉や樹幹に捕捉されること
172854840,eu,Pektina polisakaridoaren hidrolisia katalizatzen duen entzima
2779182219,fi,kemiallinen yhdiste
2777845345,nl,chemische verbinding
2778446825,ru,"Лекарственное средство, НПВП"
2777429934,la,cultura
2778575167,nl,onderfamilie uit de familie Muridae
2780185047,fi,kemiallinen yhdiste
84934515,nl,gen van de soort Homo sapiens
187428577,en,quantification of the electrical interactions between ions in solution
3020230634,hy,"դեղորայք, որը օգտագործվում է բակտերիալ ինֆեկցիաները կանխելու և բուժելու նպատակով"
157021035,nl,afbraak van organische verbindingen
2910751650,cs,zbraň
2780626286,pt,composto químico
2780374058,ru,химическое соединение
2776988050,af,chemiese verbinding
2778200147,be-tarask,хімічнае злучэньне
2909746369,zea,Wikimedia-deurverwiespagina
48921125,zh,一種迴歸分析
2776280803,be,хімічнае злучэнне
2911039627,lt,nuorodinis straipsnis Vikimedija projekte
3020501284,be-tarask,спалучэньне двух ці некалькіх навуковых дысцыплінаў у адной
2778204628,eu,konposatu kimiko
2909059896,fr,maladie
2779018934,zh,人類日常和每週週期的常規過程
2777956281,ast,compuestu químicu
2777973669,fa,دوره‌ای از زبان لاتین
2778199166,fr,Virus à ARN de la famille des Paramyxoviridae
3020062846,mk,појаснителна страница
2776279336,da,kemisk forbindelse
3017462232,or,ୱିମସ ଅର୍ବୁଦ ଏକ ପ୍ରକାର ବୃକ୍‌କ କର୍କଟ ରୋଗ ଯାହା ସାଧାରଣତଃ ପିଲାମାନଙ୍କଠାରେ ହୁଏ |
2779864227,cs,rod hmyzu
2994536602,nl,"een onderdeel van de Bill of Rights, die in 15 december 1791 werd toegevoegd aan de constitutie"
19979193,pa,ਵਿਕੀਮੀਡੀਆ ਗੁੰਝਲਖੋਲ੍ਹ ਸਫ਼ਾ
2778557188,pt-br,gênero de plantas
2989296734,ca,activitats per coordinar els esforços de persones
2777105136,en,extension of the concept of area for an arbitrary dimension
2776533470,nl,geslacht uit de geslachtengroep Scombrini
2775942040,ml,രാസസം‌യുക്തം
121246419,he,מסייע לצוות הרפואי
41350136,de,"Nachdenken über grundsätzliche Fragen, kritische Reflexion zentraler Begriffe"
14262774,en,public health efforts to change people's personal habits and attitudes to prevent disease
152037538,de,Wissenschaft historischer und urzeitlicher Erkrankungen
2910272107,gsw,Wikimedia-Begriffsklärigssite
2909639017,sr,вишезначна одредница на Викимедији
2780567172,ast,compuestu químicu
188441871,de,normalisierte Exponentialfunktion (Mathematik)
554474210,es,estudio del desarrollo del movimiento sindical y de la clase obrera
87702512,it,type de società
55938493,nl,eiwitfamilie
2777956040,en-ca,chemical compound
2991960288,en,humans typically having a degree of Sub-Saharan African ancestry
2779543280,zh-tw,化合物
2909370275,fr,protéine
2777029152,pt,composto químico
2909242347,pl,proces leczenia niewydolności oddechowej
2779327853,ast,compuestu químicu
68365058,en,cohomology with real coefficients computed using differential forms
3020225094,es,operación en cálculo
56056324,id,istilah grafika komputer; format citra bitmap untuk menyimpan satu bit per piksel dalam larik 2D bersusun
2776416708,lv,ķīmisks savienojums
2776073982,hy,միջատների տեսակ
2779525547,be-tarask,хімічнае злучэньне
2993891245,en,organic compound containing at least one covalent carbon-chlorine bond
75337361,fi,kerrannaistähkistä koostuva terttumainen kukinto
122980154,pl,świadome subiektywne doświadczenie emocji
2778950570,en,audio compression format
2778232494,ru,личностное расстройство
2780964648,an,compuesto quimico
2993065466,ba,монотеистик дин
2780124434,id,Halaman disambiguasi
2910815756,eu,74 zenbaki atomikoa duen elementu kimikoa
2777350258,or,ଦକ୍ଷିଣ ଏସିଆରେ କୁହାଯାଉଥିବା ଭାଷା
2779620276,hu,növényfaj
2779845782,id,sanad
191961535,fr,forme de la double hélice d'ADN
134757568,nl,datastructuur op basis van bomen binnen de informatica
2776078883,en,chemical compound
2777616114,el,σελίδα αποσαφήνισης εγχειρημάτων Wikimedia
2775988048,zh-hans,化合物
2776017861,bn,রাসায়নিক যৌগ
2780245509,oc,component quimic
2777252647,en-gb,chemical compound
157334427,he,משוואת ריינולדס עבור מייסבים
2781468064,fr,terme
199172669,it,materiale
523747234,hu,szoftverfejlesztői platform
2988046880,cs,marketingová strategie nabízející k prodeji několik souvisejících produktů jako samostatné jednotky
2993398479,cs,hudební žánr
2779012619,gl,xénero de plantas
2776234857,nl,chemische verbinding
2780081974,ml,രാസസം‌യുക്തം
179725390,es,estudio del comportamiento de los materiales a bajas temperaturas
2778821405,et,keemiline ühend
2910254342,fr,type de cancer
2984342911,zh-hk,維基媒體消歧義頁
153997805,en,systematic study undertaken to increase knowledge
2779449703,de,Krankheit
2779515454,nb,kjemisk forbindelse
2994573020,zh-hk,維基媒體消歧義頁
178524689,ar,قياس الآثار الصحية والجمال للجسم
545288138,fa,خدمات فوریت‌های پزشکی
2779417574,ru,химическое соединение
2993172488,ast,distancia vertical respeuto a un determináu puntu de referencia
2993531722,fr,plante herbacée tropicale graminée vivace de la famille des Poacées cultivée comme céréale et comme plante fourragère
58140894,ca,porta lògica que implementa la disjunció lògica
65655974,ru,Ритмический рисунок
2778110834,it,agente ipolipemizzante con azioni sui lipidi plasmatici simili a quelle del clofibrato
2781060987,zh-sg,化合物
2781382545,tt-cyrl,Мәгънәләр бите Викимедиа проектында
2776442465,pl,związek chemiczny
2779200277,en,device which narrows a beam of particles or waves
2779192065,arz,حيوان يتغذى على النباتات ويستخدم فى جرّ الاحمال والزراعه
2778403493,nn,pigghudart
2779854550,nb,kjemisk forbindelse
2908829342,tg,саҳифаи маъноҳои Викимедиа
2776533470,it,genere di pesci
2776746660,ru,фонологическая единица
40410261,en,additional production per extra unit of capital
2780378346,ko,어떠한 물질이 새는 형태
2780850051,be-tarask,хімічнае злучэньне
2908829342,ms,Laman nyahkekaburan
3017467807,zh,葫蘆科植物
2780520971,ar,شريان
2992145650,ru,раздел медицины
2779424955,it,farmaco
2776606100,ml,രാസസം‌യുക്തം
20850961,es,Ciencias Naturales
2988782748,yi,וויקימעדיע באַדייטן בלאַט
2777712214,bn,রাসায়নিক যৌগ
17039732,he,כינוי למדע החדש הנעדר הוכחות מוצקות
2780377690,la,compositum chemicum
534633266,sr,вишезначна одредница на Викимедији
2781150389,he,מינרל
94520183,en,block cipher standard
2992262398,hr,razdvojbena stranica na Wikimediji
3018868712,nds-nl,eeuwen
74883015,ca,model estadístic utilitzat en l'anàlisi de sèries temporals
184665706,tr,optik olgu
19149912,gl,atributo dun sistema ou corpo físico
2909827854,en-ca,chemical compound
2776517583,it,specie di fungo della famiglia Arthrodermataceae
22145727,cs,orgán živočichů
8105449,en,a hypothetical gravitational singularity without an event horizon
2779075594,nl,aandoening aan immuunsysteem waardoor cellen en stoffen als lichaamsvreemd worden gezien
2779673711,ru,"группа пневмоний, вызываемых «нетипичными» возбудителями и обладающих необычным клиническим течением"
2777834912,br,yezh
2908997079,ia,composito chimic
204348804,it,protocollo di rete
2776855506,de,Protein in Homo sapiens
126116589,ast,ciencia qu'estudia los fungos
2778102346,zh,化合物
113429393,en,"positive integer with exactly two divisors, 1 and itself"
3019755574,ca,article de llista de Wikimedia
2777851258,en,counseling and education to better relationships between people
2778629330,en,group of enantiomers
2776833585,gl,composto químico
2778513237,fr,protéine
2777858879,de-ch,chemische Verbindung
2777183694,lv,ķīmisks savienojums
2991795897,an,pachina de desambigación
2779504481,et,keemiline ühend
2777362769,pl,lista instrukcji napisana w danym języku programowania w celu wykonania określonego zadania przy pomocy komputera
144133560,ja,営利を目的として一定の計画に従って経済活動を行う組織
2994303710,an,pachina de desambigación
9358284,es,fuerza que actúa a lo largo del volumen de un cuerpo
2991998659,fy,gemyske ferbining
110407247,es,Estado de reposo de un cuerpo por un tiempo indefinido
39549134,zh,各種人和組織與社會其他部分的關係
2993006356,zh,一种液体冷却方式
2781060987,he,תרכובת
2910378429,sv,däggdjursart
2778823387,de,"Gemisch organischer Verbindungen, Stoffe aus gereinigtem hydrolysierten tierischen Protein"
2987896495,tg,саҳифаи маъноҳои Викимедиа
2778054127,de,"krisenhaftes Ereignis in der natürlichen Umwelt, ausgelöst durch menschliche Handlungen"
2778216598,pa,ਵਿਕੀਮੀਡੀਆ ਗੁੰਝਲਖੋਲ੍ਹ ਸਫ਼ਾ
162929932,ko,선형공간의 k차원 부분공간들이 이루는 다양체
2779284498,it,è una modalità
2777603835,id,protein
2777834348,cs,chemická sloučenina
170641098,uk,збурення магнітного поля Землі
2777257650,de,Krankheit
2780657402,en-ca,Wikimedia disambiguation page
2992327504,ja,可視光線より短く軟X線より長い不可視光線の電磁波
2987803363,it,oggetto creato per essere venduto
2776724001,lb,cheemesch Verbindung
2776124114,lb,cheemesch Verbindung
2777482532,mk,хемиско соединение
185181809,fr,ensemble de douze
2776421732,sq,komponim kimik
2910003425,fr,déficit neurologique soudain d'origine vasculaire
3019207227,fy,Wikimedia-betsjuttingsside
2910894616,fi,täsmennyssivu
46947095,he,מוסיקה קלאסית
2777053367,vi,virus gây ám ảnh một thời tại Châu Phi và các vùng trên đường xích đạo
2776085618,de-ch,chemische Verbindung
2779672685,pl,związek chemiczny
2776905153,pt,Conjunto de ossos e tecidos que envolvem sistemas nervoso central
2776911203,it,terapia
2778081389,fi,"kirjallinen proosateos, joka esittää jonkin tapahtumasarjan tai tilanteen tiiviissä muodossa"
2983241795,sw,ukarasa wa maana wa Wikimedia
144369459,nb,kjemisk forbindelse
13736549,uk,"галузь інженерії, що займається оптимізацією складних процесів і систем"
87280874,en,"sea ice that is immobile due to its attachment to a coast, usually extending offshore to about the 20-m isobath"
2780762084,io,kemiala kompozajo
2776657511,en,medical condition
2910828845,sv,den manliga gonaden som bildar spermier
2778503633,en,mammalian protein found in Homo sapiens
2909356467,nb,Sykdom i magesekken
180591934,sv,tid då ett system inte fungerar tillfredsställande
2780148621,mk,хемиско соединение
2777171753,sq,komponim kimik
2910574371,te,Hydronephrosis
2993534703,zh,法國和英國之間英吉利海峽下的鐵路隧道
2776500997,kn,ದ್ವಂದ್ವ ನಿವಾರಣೆ
2781261824,pl,struktury biologiczne
2984500058,zh,達到預期目標的能力
150903083,hu,biológiai rendszerek technikai alkalmazásait célzó szakterület
2780831525,be,Навука пра лячэнне хвароб
2779439175,eu,Potasio hidroxidoari (KOH) ematen zaion izen arrunta
2778121001,nl,chemische verbinding
2993112377,ar,صفحة توضيح في ويكيميديا
2778205819,scn,cumpostu chìmicu
549924466,es,clase de mineral
2779066768,de,"Tumor, der aus neuroektodermalem Gewebe hervorgeht und der endokrinen Drüsenzellen ähnelt"
2909829705,he,תרכובת
2780343019,cs,jihoslovanský jazyk
2777706064,bg,хронично автоимунно заболяване
2911039627,oc,pagina d'omonimia
3019832315,bn,উইকিমিডিয়ার দ্ব্যর্থতা নিরসন পাতা
186067381,es,especialidad de la antropología
2984309673,ar,لنقل الأشخاص والحمولات للفضاء
2779347749,de,lateinischer Buchstabe
2775988993,it,specie di pianta della famiglia Brassicaceae
83419821,bn,বৃষ্টির  জল সংগ্রহ
2777154767,bg,семейство прокариоти
2777458711,en,program written by the institution of education which determines the learning progress of individuals
2777445857,pt,composto químico
32762888,pt,meio de transporte geralmente puxado por cavalos
2993542753,ro,pagină de dezambiguizare Wikimedia
2778091200,gl,vexetal leñosos de mediano porte
2911181187,zh-tw,成年雌性人類
109714416,ru,верхняя граница мезосферы
2911021612,ru,предотвращение распространения заразных заболеваний
2776203682,en,species of oomycete
2776756769,fr,troubles provoqués par la présence de larves de diptères parasites dans un corps humain ou animal
201362023,de,mathematische Funktion
206041023,en,non-parametric statistical hypothesis test used to compare two related samples to assess whether their population mean ranks differ
2775941781,en,chemical compound
2775987171,es,"grupo o clase de personas que gozan de un nivel intelectual, social o económico superior"
2779234422,en,cryptography primitive
2910604615,vi,Rối loạn tâm thần gây ra thời kỳ trầm cảm và tâm trạng tăng cao bất thường
508378895,as,অপাৰেটিং ছিষ্টেম
2776370595,eu,konposatu kimiko
18599908,cs,vydávání a šíření dokumentů elektronickými prostředky
92811239,fa,صفحهٔ ابهام‌زدایی در ویکی‌مدیا
517481932,sv,"operativsystemsfamilj som använder Linux-kärnan, exempelvis GNU/Linux eller Android."
2778182457,es,Clase de hidrocarburos
2986550218,tg-latn,sahifai ma'nohoi Vikimedia
2994130051,lv,Wikimedia projekta nozīmju atdalīšanas lapa
141561535,ru,заключительная стадия деления клетки
48947383,es,patrón de diseño en programación orientada a objetos
63066824,uk,"витратомір, у якому для вимірювання швидкості потоку рідини або газу використовують ультразвук"
2777686832,nb,kjemisk forbindelse
2982822547,de,Maßnahmen zur Behandlung von Krankheiten und Verletzungen
3020659265,de,medizinischer Begriff
2778077901,fr,trouble mental défini en 1994 dans le DSM par un ensemble de critères diagnostiques comme un type particulier de trouble dissociatif
2992422156,nn,"vassløyseleg, sirupaktig væske som finst i mjølk, vin og i ulike frukter"
2779465607,id,senyawa kimia
2778448659,de,Verkehrsmanöver
2991664886,it,lista di un progetto Wikimedia
24717449,en,synthesis of organic compounds from atmospheric or aqueous carbon dioxide
2775997716,sk,chemická zlúčenina
2909830472,ar,عضو لكلا الجنسين
2779000391,scn,cumpostu chìmicu
2993021520,es,medida de dispersión en estadística
538814206,en,broad usage of computer software to aid in engineering analysis tasks
2777729419,cs,rod rostlin
2777914695,nb,akutt eller kronisk infeksjon i lungevevet
2777795971,fr,sous-ordre d'insectes
2991754643,pt,falha geológica na Califórnia
3018513187,gl,agrupación de diversos teixidos que forman unha unidade estructural cunha función determinada
3020062846,cs,rozcestník na projektech Wikimedia
2780918503,pt,composto químico
9299846,uk,звільнення суспільства від впливу релігії
2988762625,zh,人体的一个器官
2780017030,en,"turn-up, applied band, or detached band on a sleeve"
3018651601,ja,ある系の出力を入力側に戻す操作
3018147663,lv,"plūmju ģints, kiršu apakšģints suga"
2778326925,nl,soort uit het geslacht Phellinus
2776376305,en-gb,chemical compound
2909827854,cs,chemická sloučenina
2993315049,zh-hant,維基媒體消歧義頁
92991967,bn,উইকিমিডিয়ার দ্ব্যর্থতা নিরসন পাতা
132976073,it,processo mediante il quale un materiale polimerico inizialmente liquido diventa solido attraverso l'instaurazione di legami chimici tra le catene polimeriche
157369684,da,taksonomisk rang i biologisk systematik
2984181804,zh,维基媒体消歧义页
48702757,kn,"ಜೈವಿಕ ಜೀವಿಗಳ ಗುಂಪುಗಳನ್ನು ಹುಡುಕುವ, ವಿವರಿಸುವ, ವ್ಯಾಖ್ಯಾನಿಸುವ ಮತ್ತು ಹೆಸರಿಸುವ ವಿಜ್ಞಾನ."
2991795897,la,pagina discretiva Vicimediorum
2777817097,de,Unterfunktion der Nebennierenrinde
2987896495,fa,یک صفحهٔ ابهام‌زدایی در ویکی‌مدیا
2994499861,en,"forms of unrest arising from a mass act of civil disobedience in which the participants become hostile toward authority, and authorities incur difficulties in maintaining public safety and order, over the disorderly crowd"
2780898871,th,การวัดคุณลักษณะที่เกี่ยวข้องกับประสิทธิภาพ เพื่อประเมินความสำเร็จขององค์กรหรือกิจกรรมเฉพาะ เมื่อเปรียบเทียบกับมาตรฐานหรือความคาดหวัง
2983725658,fy,Wikimedia-betsjuttingsside
2776814716,fr,apaisement au moyen d'un sédatif
139838865,cy,ffurf hil neu wahaniaethu ar sail ethnigrwydd
2910876585,sq,proteinë
2992355350,bs,čvor na Vikimediji
2779978724,eo,"pensoj, bildoj, emocioj kaj agoj de negativa naturo en ripetema, neregebla maniero, kiu rezultas de iniciatema kogna riska analizo farita por eviti aŭ solvi antaŭviditajn eblajn minacojn kaj iliajn eblajn konsekvencojn"
2779204367,es,realización autoorganizada de una iniciativa individual o grupal
2780805593,ms,"penyakit yang disebabkan oleh jangkitan akut termasuk hidung, sinus, faring, atau laring"
2992694208,ro,concept social care unește mai multe persoane
151465644,es,"nombre genérico dado a la acumulación de gas, plasma y polvo en una galaxia"
2776181820,ta,அறிவு மற்றும் திறமை கற்பிப்பதன் மூலம் பரிமாற்றம் செய்யப்படுவது.
2777014519,ca,professional que estudia els efectes financers de la incertesa i el risc
2781330165,sl,razločitvena stran Wikimedije
191511416,de,Kundenzufriedenheit ist ein Indikator für die Wiederkaufrate und die Wahrscheinlichkeit von Weiterempfehlungen
3020440742,ast,páxina de dixebra de Wikimedia
2779066535,it,composto chimico
2780015891,fy,gemyske ferbining
2780192228,it,farmaco utilizzato nella terapia dell'ipertensione arteriosa
2909258576,fa,یک صفحهٔ ابهام‌زدایی در ویکی‌مدیا
2776247392,yue,化合物
2776313096,zh-hk,化合物
2910926394,pl,rodzaj terapii medycznej
513967374,pl,pierwiastek chemiczny
2778808936,sq,komponim kimik
2780205058,it,composto chimico
192126672,de,"Netzwerk, das Telekommunikation zwischen verschiedenen Terminals ermöglicht"
2776131983,en,minimally-invasive procedure used to remove or terminate a faulty electrical pathway from sections of the hearts
2779259085,an,compuesto quimico
2780910938,fr,page d'homonymie de Wikipédia
2777977280,ar,صفحة توضيح ويكيميديا
2776816875,it,composto chimico
64502627,es,agente que puede producir enfermedad o daño a la biología de un huésped
2781309135,ar,بروتين في إنسان عاقل
2909606789,ka,მრავალმნიშვნელოვანი
2779185683,eu,konposatu kimiko
2780628665,ml,രാസസം‌യുക്തം
547475151,ca,organisme procariota que es troba a l'intestí dels animals
502696234,eu,"Zenbaki atomikoa 63 duen elementu kimikoa. Lur arraroen multzoko metal biguna eta grisa da, lur arraroetan erreaktiboena; besteak beste, neutroi-xurgatzaile gisa erabiltzen da erreaktoreetan."
2780747039,sl,razločitvena stran Wikimedije
2910378429,fi,nisäkäslaji
2777873371,ar,مركب كيميائي
172092558,de,Software
124774103,en,debugging interface for embedded systems
2776706654,de,Gattung der Familie Lachnospiraceae
145855481,de,Teilgebiet der Soziologie
2781210498,ar,اضطراب في النوم
6916431,de,Gen der Spezies Homo sapiens
162022261,ro,pagină de dezambiguizare Wikimedia
2775901119,ja,コンピュータの持つ3次元位置測定・表示能力を手術時に支援リソースとして活用する外科的方法
71043370,ia,studio e theoria del lege
80097345,fr,enzyme
68365058,ja,可微分多様体のひとつの不変量で、多様体上の微分形式を用いて定まるベクトル空間
2777427793,it,enzima
2776888444,en-ca,Wikimedia disambiguation page
2778554237,hy,միջատների տեսակ
2779881493,zh-hant,化合物
2780058085,el,χημική ένωση
2776477544,es,Lámina muy fina de Aluminio usada para envolver alimentos o como conductor eléctrico
2776992468,cy,cyfansoddyn cemegol
2994357808,ta,நீர்வாழ் உயிரினக் காட்சிச் சாலைகளில் பொதுவாகக் காணப்படும் நன்னீர் மீன்
2777917749,hy,քիմիական միացություն
3019557043,hr,"uređaj za stvaranje i pojačavanje koherentnog elektromagnetskog, najčešće monokromatskog, usko usmjerenog zračenja"
2781283633,hy,քիմիական միացություն
2775946787,sq,proteinë
2776833585,ast,compuestu químicu
3017995614,ne,टाउको वा घाँटीको दुखाइ
2984985831,tt,Мәгънәләр бите Викимедиа проектында
13801280,el,ταξινομική βαθμίδα της βιολογίας για την κατάταξη των έμβιων όντων
2779291638,zh,物理系統的功能在某些轉換下保持不變（不變）
2778202721,sv,form av ätstörning som består i återkommande perioder av hetsätning
2908678361,yue,維基媒體搞清楚版
39820584,vi,sự thay đổi khí hậu trong một khoảng thời gian dài
150152722,bn,একেশ্বরবাদী সেমেটিক ধর্ম।
2777489351,en,title used for religious leaders and clergy
2910702837,eu,"Mineral-mota; kantitate txikian behar den arren, ezinbestekoa da hazkuntzarako, garapenerako eta osasunerako."
2988608701,or,ବହୁବିକଳ୍ପ
204468989,es,medida de la capacidad de un deudor para pagar sus deudas
2777196658,bn,রাসায়নিক যৌগ
160798091,he,תרכובת
130093455,hi,जीवों की शारीरिक क्षमता जो धारणा के लिए डेटा प्रदान करती है
77066764,ar,وحدة قياس للطول
2779942774,oc,component quimic
2777607594,ast,compuestu químicu
2779251873,sq,komponim kimik
2778787149,de-ch,chemische Verbindung
2780319752,nl,soort uit het geslacht Cryptomeria
2993921914,ast,compuestu químicu
2780992421,ia,composito chimic
2777837344,en,chemical compound
2781210005,tr,mittelgradige depressive Episode
2778914588,ar,مركب كيميائي
2779496863,lb,cheemesch Verbindung
2780456920,zh,一種具有極強毒性的心臟和神經類固醇生物鹼
2777921445,en,main component of the nervous system
2776822380,nb,gruppe plantehormoner
47671239,lb,chemesch Verbindung
2779782153,zh-hant,化合物
2780010996,pt,género de plantas
2776039994,sq,komponim kimik
2909764710,tr,Kemik
105076106,he,צמצום חד בגודל האוכלוסייה עקב אירועים סביבתיים
2993497135,es,página de desambiguación de Wikimedia
2776488830,zh-mo,化合物
2781340500,en,group of chemical compounds
2908970061,lv,"medicīnisks simptoms, kas izpaužas kā ādas, gļotādas un sklēru nokrāsošanās dzeltenā krāsā"
2994481395,nl,voorstellingsvermogen van het perspectief van een ander persoon
2778046932,es,familia de arañas
3017984891,sl,razločitvena stran Wikimedie
2781171240,hr,međunarodni ugovor o pravima djece
2779599708,nl,medisch onderzoek naar de samenstelling van het bloed
2777529043,pt-br,Perturbação mental que se caracteriza por ataques de pânico constantes e desproporcionais à situação vivida pelo individuo
2780299902,it,arteria
